No.        Matricula    Nombre          Ap. Paterno          Ao. Materno     Sexo       Posicion   Estado   Edad  Num. Cel  
708        306317       NATALIA         BAUTISTA             ROJAS           MUJER      ProfPrim   YN         43    6461012959   
709        306333       ANTONIO         CABRERA              MACIEL          HOMBRE     Contado    VZ         25    6461004688   
710        306335       EMILIO          VALDES               PACHECO         HOMBRE     EspLog     VZ         21    6461032236   
711        306346       PAULA           BARRIOS              MERCADO         MUJER      AsServ     HG         26    6461020574   
712        306349       ARTURO          GONZALES             VALENZUELA      HOMBRE     PsOrg      YN         26    6461002557   
713        306359       ROSA            REYES                URIBE           MUJER      AnMktDg    CH         29    6461017283   
714        306360       VICTORIA        MENENDEZ             FLORES          MUJER      EdCont     SP         42    6461019593   
715        306367       ERNESTO         TORRES               ROJAS           HOMBRE     EdCont     SL         25    6461027772   
716        306369       RICARDO         MERCADO              SUAREZ          HOMBRE     GteProj    DG         41    6461020838   
717        306370       RICARDO         BAUTISTA             MIRANDA         HOMBRE     Abogado    QR         44    6461004571   
718        306374       NATALIA         GUERRERO             ROJAS           MUJER      AsistAdm   OC         33    6461000576   
719        306382       ELENA           RIOS                 RIOS            MUJER      EdCont     BC         31    6461032471   
720        306385       JORGE           BAUTISTA             CASILLAS        HOMBRE     AnlVent    MN         38    6461002360   
721        306396       BEATRIZ         HIDALGO              GONZALES        MUJER      GteProj    GT         29    6461031176   
722        306409       CONSUELO        GOMEZ                ROMERO          MUJER      Arquitect  MS         49    6461018516   
723        306440       CLARA           CAMACHO              MALDONADO       MUJER      ConsFin    NL         34    6461021826   
724        306490       MERCEDES        BELTRAN              LEAL            MUJER      IngCivil   BC         25    6461013515   
725        306512       GABRIELA        FERNANDEZ            MOLINA          MUJER      AsServ     SR         29    6461016637   
726        306520       ALEJANDRO       ROLDAN               FLORES          HOMBRE     DisUX      MN         40    6461018119   
727        306522       JULIA           MEDINA               MEDINA          MUJER      AsistAdm   QT         26    6461019542   
728        306527       JUAN            ORTIZ                DIAZ            HOMBRE     DevSoft    GR         30    6461023179   
729        306537       FRANCISCO       OCHOA                MACIAS          HOMBRE     ChefEje    GR         32    6461019250   
730        306547       FRANCISCO       ESPINOZA             FERNANDEZ       HOMBRE     DisUX      NL         26    6461032452   
731        306556       PATRICIA        SOLIS                MUNGUIA         MUJER      RepVInt    DF         50    6461014872   
732        306564       RICARDO         HIDALGO              GARZA           HOMBRE     AnlSist    ZS         22    6461012359   
733        306569       ANA             PENA                 BARRIOS         MUJER      Enferm     VZ         37    6461030425   
734        306573       NATALIA         CONTRERAS            CONTRERAS       MUJER      DisGraf    MC         42    6461009149   
735        306592       VICTORIA        SOLIS                CERVANTES       MUJER      RepVInt    SR         49    6461016366   
736        306595       AURORA          DIAZ                 RIOS            MUJER      Traduct    MS         40    6461019524   
737        306602       EMILIO          MOLINA               PENA            HOMBRE     EspRRHH    TC         36    6461004120   
738        306612       MERCEDES        BARRIOS              CERVANTES       MUJER      DevSoft    ZS         20    6461017668   
739        306629       MANUEL          ESCOBAR              ESPINOSA        HOMBRE     AnlSist    GT         38    6461001195   
740        306629       AURORA          MACIEL               CONTRERAS       MUJER      MedGen     AG         21    6461002915   
741        306637       ENRIQUE         CASILLAS             BELTRAN         HOMBRE     EspRRHH    JC         32    6461016372   
742        306639       SUSANA          DIAZ                 PARDO           MUJER      DisGraf    PL         30    6461008277   
743        306644       EMILIO          LEAL                 ROJAS           HOMBRE     GteProj    TS         43    6461008621   
744        306650       MERCEDES        GUERRERO             CASTILLO        MUJER      EdCont     CL         20    6461002728   
745        306668       CLARA           CORDERO              VALDES          MUJER      AsistAdm   CH         50    6461000555   
746        306692       LAURA           LARA                 ROMAN           MUJER      EspERen    MC         43    6461011583   
747        306710       JULIA           VALENCIA             VEGA            MUJER      EspERen    NL         43    6461020551   
748        306733       PATRICIA        GOMEZ                HERNANDEZ       MUJER      EspSeg     BS         21    6461020801   
749        306770       NATALIA         MACIAS               CASTANEDA       MUJER      ProfPrim   MC         40    6461006328   
750        306773       ALEJANDRA       LOPEZ                ROMERO          MUJER      GteProj    OC         39    6461012228   
751        306790       VICTORIA        SOTO                 FLORES          MUJER      AsServ     SP         49    6461017141   
752        306794       CONSUELO        CRUZ                 VALDES          MUJER      EspERen    BS         46    6461026460   
753        306801       RAUL            TOVAR                PENA            HOMBRE     DevSoft    NT         31    6461015627   
754        306809       ELENA           ESPINOZA             OCHOA           MUJER      Traduct    CC         21    6461024881   
755        306810       PILAR           GARZA                DURAN           MUJER      AsServ     SL         46    6461024498   
756        306831       CLARA           CERVANTES            CHACON          MUJER      EspLog     CL         23    6461028772   
757        306836       EMILIO          MACIEL               MEDINA          HOMBRE     MedGen     HG         33    6461002768   
758        306837       ROBERTO         HIDALGO              SILVA           HOMBRE     EdCont     CS         18    6461007798   
759        306841       CARLOS          CORDERO              SILVA           HOMBRE     TrabSoc    TL         36    6461019236   
760        306847       ANTONIA         MORENO               MORENO          MUJER      AsServ     CM         28    6461020920   
761        306858       EMILIO          SILVA                MENDEZ          HOMBRE     PsOrg      VZ         23    6461006886   
762        306876       JAVIER          MORA                 OSORIO          HOMBRE     Abogado    PL         19    6461013742   
763        306880       PATRICIA        TORRES               ZAMORA          MUJER      MedGen     DG         42    6461028246   
764        306894       ARTURO          SOTO                 MEDINA          HOMBRE     ChefEje    AG         21    6461008031   
765        306898       ARTURO          SOSA                 MERCADO         HOMBRE     AsServ     DG         43    6461012025   
766        306901       SUSANA          BELTRAN              PARDO           MUJER      MedGen     HG         45    6461029222   
767        306908       ALEJANDRO       MERCADO              SILVA           HOMBRE     TrabSoc    OC         49    6461018768   
768        306912       ADRIANA         MENDOZA              GUZMAN          MUJER      IngElec    JC         27    6461016701   
769        306913       MANUEL          LOPEZ                ESPINOSA        HOMBRE     IngRed     CC         27    6461024137   
770        306914       ROSA            GUZMAN               SANDOVAL        MUJER      EdCont     TS         42    6461026461   
771        306927       RICARDO         SUAREZ               RIOS            HOMBRE     EspSeg     CM         26    6461020098   
772        306940       JULIA           OSORIO               NUNEZ           MUJER      AnlDatos   SR         19    6461031580   
773        306958       BEATRIZ         ROSALES              MOLINA          MUJER      Abogado    YN         27    6461005213   
774        306967       SILVIA          DIAZ                 ORTIZ           MUJER      EspRRHH    AG         34    6461004752   
775        307005       CARMEN          VALENCIA             GONZALES        MUJER      AsServ     QT         29    6461011729   
776        307057       ALEJANDRA       CABRERA              CALZADA         MUJER      RepVInt    SL         25    6461001863   
777        307075       LOURDES         CRUZ                 CRUZ            MUJER      Arquitect  DF         27    6461009984   
778        307078       MERCEDES        SOTO                 REYES           MUJER      RepVInt    BS         46    6461019211   
779        307089       EDUARDO         CERVANTES            LARA            HOMBRE     ConsFin    GT         43    6461009976   
780        307103       ERNESTO         LARA                 ROJAS           HOMBRE     DisUX      NL         35    6461008808   
781        307104       AURORA          MEDINA               CONTRERAS       MUJER      DisGraf    TL         34    6461003581   
782        307122       FERNANDO        FLORES               BELTRAN         HOMBRE     GteProj    NL         20    6461012283   
783        307125       CLARA           IGLESIAS             SALAZAR         MUJER      MedGen     BS         34    6461003365   
784        307165       ISABEL          GOMEZ                CONTRERAS       MUJER      AnlDatos   SL         18    6461021285   
785        307178       ARMANDO         MACIEL               DURAN           HOMBRE     IngCivil   NE         20    6461006166   
786        307181       RAUL            SOLIS                QUINTERO        HOMBRE     Contado    GR         50    6461027480   
787        307182       ADRIANA         VARELA               VEGA            MUJER      ProfPrim   PL         33    6461030120   
788        307227       ROBERTO         VARGAS               CASTANEDA       HOMBRE     ConsFin    SP         18    6461028420   
789        307241       ARTURO          RAMOS                VALENCIA        HOMBRE     GteProj    YN         42    6461028231   
790        307257       PATRICIA        MIRANDA              LEAL            MUJER      EspRRHH    TS         41    6461013627   
791        307276       NATALIA         GUZMAN               JIMENEZ         MUJER      DevSoft    NE         45    6461019767   
792        307283       SALVADOR        ALVAREZ              VALDES          HOMBRE     DevSoft    DG         29    6461025064   
793        307322       ISRAEL          RIVERA               RIOS            HOMBRE     AsServ     SR         50    6461016052   
794        307324       PAULA           RIOS                 MORENO          MUJER      DisGraf    BS         35    6461014930   
795        307327       NATALIA         RAMOS                RAMOS           MUJER      RepVInt    SL         49    6461027083   
796        307329       RAQUEL          VILLANUEVA           LOPEZ           MUJER      RepVInt    DG         48    6461008752   
797        307332       SILVIA          ROMERO               RAMIREZ         MUJER      IngRed     SR         41    6461018071   
798        307335       EDUARDO         SILVA                PENA            HOMBRE     DevSoft    HG         49    6461007069   
799        307339       PATRICIA        LOPEZ                JIMENEZ         MUJER      Abogado    HG         25    6461031267   
800        307342       ERNESTO         VALENCIA             VALENZUELA      HOMBRE     AnlVent    QT         41    6461023557   
801        307362       ROSA            GARZA                MORENO          MUJER      AnlVent    SL         45    6461029710   
802        307380       ALEJANDRO       ARIAS                CASILLAS        HOMBRE     DevSoft    DG         31    6461002429   
803        307388       MERCEDES        VALDES               CONTRERAS       MUJER      DevSoft    NL         34    6461001762   
804        307391       AURORA          BELTRAN              URIBE           MUJER      IngElec    NE         30    6461006329   
805        307403       ENRIQUE         MEDINA               SOLANO          HOMBRE     GteProj    BS         36    6461015158   
806        307404       JULIA           NUNEZ                MENDOZA         MUJER      Abogado    CH         47    6461007342   
807        307420       ANA             VASQUEZ              OCHOA           MUJER      EspLog     GT         25    6461023682   
808        307435       DANIEL          RIVERA               MEDINA          HOMBRE     Contado    CM         37    6461007176   
809        307449       FRANCISCO       VEGA                 ARIAS           HOMBRE     AsServ     SL         23    6461022695   
810        307474       ANTONIA         MACIEL               LARA            MUJER      MedGen     ZS         48    6461007809   
811        307479       PATRICIA        PACHECO              IGLESIAS        MUJER      RepVInt    ZS         23    6461001769   
812        307485       MARiA           QUINTERO             VALENCIA        MUJER      EspERen    CM         32    6461026900   
813        307489       HECTOR          SOLANO               MACIAS          HOMBRE     Enferm     NT         50    6461001797   
814        307503       JAVIER          MORA                 GONZALES        HOMBRE     RepVInt    QT         43    6461031468   
815        307521       VICTORIA        ROMERO               ESCOBAR         MUJER      RepVInt    DG         34    6461021668   
816        307525       GABRIELA        CASTILLO             VALENZUELA      MUJER      IngElec    SR         32    6461030763   
817        307527       ENRIQUE         VEGA                 VALENZUELA      HOMBRE     AnlSist    TL         24    6461009096   
818        307535       SILVIA          ROMAN                CASILLAS        MUJER      Abogado    MS         26    6461014375   
819        307549       SILVIA          RAMIREZ              CERVANTES       MUJER      Arquitect  YN         38    6461012898   
820        307568       CONSUELO        ROJAS                TORRES          MUJER      DevSoft    SL         46    6461016020   
821        307571       MERCEDES        AGUILAR              SOTO            MUJER      ChefEje    SP         22    6461009338   
822        307576       LAURA           MENENDEZ             LEAL            MUJER      AsServ     MS         28    6461013058   
823        307591       ARTURO          IGLESIAS             MACIAS          HOMBRE     ProfPrim   CC         33    6461032368   
824        307595       JAVIER          FERNANDEZ            FLORES          HOMBRE     AsistAdm   QR         36    6461005963   
825        307605       LOURDES         CRUZ                 GOMEZ           MUJER      InvCien    QT         20    6461002816   
826        307628       RICARDO         ROJAS                ROSALES         HOMBRE     TecSup     GT         26    6461018552   
827        307642       ERNESTO         MENDOZA              MERCADO         HOMBRE     TrabSoc    SP         32    6461025527   
828        307645       OSCAR           VARELA               TORRES          HOMBRE     EspLog     TS         47    6461024386   
829        307652       OSCAR           PARDO                CONTRERAS       HOMBRE     DisGraf    QT         24    6461023306   
830        307657       VICTORIA        OCHOA                MALDONADO       MUJER      PsOrg      ZS         29    6461004725   
831        307658       CONSUELO        ROMAN                BARRIOS         MUJER      EdCont     NL         37    6461014579   
832        307678       SUSANA          GONZALES             MALDONADO       MUJER      EspLog     CC         21    6461005181   
833        307691       EDUARDO         PENA                 HERNANDEZ       HOMBRE     IngRed     GT         48    6461011077   
834        307696       JAVIER          MERCADO              RUBIO           HOMBRE     DisGraf    VZ         29    6461029982   
835        307703       ALEJANDRA       GOMEZ                GUZMAN          MUJER      AnlDatos   ZS         23    6461000715   
836        307713       FRANCISCO       TORRES               RAMIREZ         HOMBRE     Traduct    GR         45    6461002070   
837        307714       LUIS            JIMENEZ              OSORIO          HOMBRE     Contado    MC         26    6461016247   
838        307718       ROSA            SALAZAR              DIAZ            MUJER      MedGen     TL         36    6461030808   
839        307735       CARMEN          DURAN                VILLANUEVA      MUJER      EspRRHH    MS         42    6461021678   
840        307751       FERNANDO        ALVARADO             LOPEZ           HOMBRE     AnlDatos   PL         34    6461009122   
841        307765       SONIA           ROSALES              SOLIS           MUJER      PsOrg      OC         47    6461012324   
842        307773       ANTONIO         SANDOVAL             ALVARADO        HOMBRE     TrabSoc    OC         22    6461009448   
843        307776       MARTA           JIMENEZ              LEAL            MUJER      IngRed     VZ         22    6461026224   
844        307778       ANTONIO         SOTO                 SOTO            HOMBRE     AnMktDg    VZ         49    6461013824   
845        307805       HECTOR          MEDINA               JIMENEZ         HOMBRE     ConsFin    GT         30    6461025156   
846        307815       MARTA           DELGADO              ESPINOSA        MUJER      EspSeg     NT         41    6461015434   
847        307820       ANTONIO         HERRERA              VALENCIA        HOMBRE     EspSeg     QR         45    6461005902   
848        307820       ANTONIO         VALDES               ZAMORA          HOMBRE     PsOrg      QT         27    6461015075   
849        307823       ARTURO          MOLINA               MERCADO         HOMBRE     DisGraf    HG         20    6461020947   
850        307840       ISRAEL          GONZALES             RUBIO           HOMBRE     EspSeg     TC         22    6461004133   
851        307843       OSCAR           CRUZ                 FERNANDEZ       HOMBRE     Traduct    NE         28    6461002307   
852        307865       ANTONIA         DIAZ                 GARZA           MUJER      Enferm     TL         22    6461019902   
853        307868       GUILLERMO       PAREDES              ALVAREZ         HOMBRE     Arquitect  SL         21    6461019963   
854        307915       JUAN            LEON                 MOLINA          HOMBRE     GteProj    CS         27    6461002116   
855        307926       FERNANDO        CHACON               TORRES          HOMBRE     EspERen    TC         50    6461032207   
856        307949       RAQUEL          MENENDEZ             HERRERA         MUJER      EdCont     SL         35    6461029555   
857        307950       PATRICIA        IGLESIAS             TORRES          MUJER      TrabSoc    BS         28    6461002416   
858        307952       LUIS            QUINTERO             RUBIO           HOMBRE     AnlVent    SP         24    6461029551   
859        307956       SOFIA           ALVARADO             SOTO            MUJER      TrabSoc    MN         39    6461022593   
860        307959       JULIA           ROMAN                VARELA          MUJER      AsServ     BS         25    6461011288   
861        307985       ENRIQUE         ESPINOSA             ORTIZ           HOMBRE     Abogado    QT         27    6461020253   
862        308008       MANUEL          MALDONADO            PARDO           HOMBRE     MedGen     OC         22    6461002550   
863        308013       ISRAEL          TORRES               SILVA           HOMBRE     DisUX      PL         47    6461029909   
864        308015       ALEJANDRO       IGLESIAS             URIBE           HOMBRE     EspLog     NL         43    6461013978   
865        308016       JOSE            CAMACHO              MACIEL          HOMBRE     IngElec    GR         25    6461028817   
866        308021       ARTURO          TOVAR                GARZA           HOMBRE     DisUX      QR         37    6461009604   
867        308030       SONIA           SOSA                 VASQUEZ         MUJER      ChefEje    CH         45    6461005647   
868        308031       ENRIQUE         LEAL                 IGLESIAS        HOMBRE     EspLog     DG         31    6461025414   
869        308044       GABRIELA        SUAREZ               GONZALES        MUJER      TecSup     SL         32    6461004626   
870        308049       BEATRIZ         ESTRELLA             PACHECO         MUJER      AnMktDg    GT         46    6461015539   
871        308085       BEATRIZ         REYES                HIDALGO         MUJER      Abogado    CC         32    6461026632   
872        308086       GABRIELA        DIAZ                 LEON            MUJER      ChefEje    DF         22    6461003534   
873        308087       ERNESTO         RUBIO                BELTRAN         HOMBRE     IngElec    HG         49    6461024460   
874        308092       ANTONIA         MACIAS               CONTRERAS       MUJER      TecSup     BS         47    6461023513   
875        308093       MARiA           ROJAS                TOVAR           MUJER      EspSeg     YN         36    6461028929   
876        308098       OSCAR           CERVANTES            DELGADO         HOMBRE     AnlSist    HG         47    6461025999   
877        308114       SOFIA           CORDERO              ROSALES         MUJER      EspSeg     AG         37    6461019600   
878        308118       JAVIER          VASQUEZ              RAMIREZ         HOMBRE     DevSoft    CH         43    6461015112   
879        308129       EDUARDO         ESCOBAR              ORTIZ           HOMBRE     EspRRHH    CH         27    6461017859   
880        308132       GLORIA          ROLDAN               PENA            MUJER      DevSoft    SP         29    6461018792   
881        308140       ERNESTO         BARRIOS              MENDOZA         HOMBRE     EdCont     DF         25    6461001310   
882        308173       ADRIANA         MORENO               VALDES          MUJER      Enferm     SP         37    6461026734   
883        308183       GABRIELA        MEDINA               ESPINOSA        MUJER      EspLog     TC         43    6461001049   
884        308202       AURORA          MALDONADO            SANDOVAL        MUJER      EspRRHH    DF         37    6461020986   
885        308211       RAUL            MORENO               CABRERA         HOMBRE     AnMktDg    NL         37    6461001944   
886        308214       ROBERTO         MIRANDA              VALENCIA        HOMBRE     Abogado    SP         43    6461005299   
887        308256       JORGE           CASILLAS             OCHOA           HOMBRE     TrabSoc    GT         32    6461031077   
888        308267       JAVIER          PACHECO              CHACON          HOMBRE     IngRed     QT         30    6461029018   
889        308271       VICTORIA        BELTRAN              CAMACHO         MUJER      IngRed     SL         18    6461028087   
890        308286       CONSUELO        VASQUEZ              GUERRERO        MUJER      ProfPrim   ZS         44    6461008058   
891        308315       MERCEDES        ROMERO               VALENCIA        MUJER      IngRed     CC         48    6461023727   
892        308325       ANTONIO         GONZALES             TOVAR           HOMBRE     EspLog     SR         50    6461004678   
893        308333       SUSANA          ESPINOSA             URIBE           MUJER      AsistAdm   TC         18    6461026739   
894        308339       EDUARDO         RUBIO                SALAZAR         HOMBRE     RepVInt    BC         37    6461022129   
895        308344       CARLOS          TOVAR                ESPINOSA        HOMBRE     EspLog     MS         41    6461031350   
896        308358       MARTA           ROMAN                HERRERA         MUJER      Abogado    CS         28    6461027175   
897        308371       ERNESTO         PACHECO              ZAMORA          HOMBRE     ConsFin    MS         35    6461020411   
898        308384       AURORA          CHACON               URIBE           MUJER      PsOrg      GT         20    6461012948   
899        308397       JULIA           MERCADO              ROJAS           MUJER      RepVInt    CL         28    6461006745   
900        308402       CARLOS          URIBE                ESPINOZA        HOMBRE     RepVInt    BS         42    6461013143   
901        308410       SONIA           ESPINOSA             MEDINA          MUJER      MedGen     NL         50    6461019159   
902        308414       MERCEDES        ESTRELLA             ESTRELLA        MUJER      Abogado    CC         34    6461006246   
903        308432       GUILLERMO       PACHECO              BAUTISTA        HOMBRE     Arquitect  DF         49    6461020095   
904        308433       ALEJANDRO       AGUILAR              ESTRELLA        HOMBRE     AnlVent    CL         32    6461007552   
905        308444       AURORA          RAMOS                BARRIOS         MUJER      IngCivil   QR         43    6461009322   
906        308449       PILAR           VEGA                 REYES           MUJER      Contado    SL         20    6461010707   
907        308460       ALEJANDRA       OCHOA                CONTRERAS       MUJER      PsOrg      GT         26    6461000986   
908        308464       ALEJANDRO       VEGA                 SOSA            HOMBRE     RepVInt    CC         19    6461015400   
909        308472       ALBERTO         MERCADO              REYES           HOMBRE     Abogado    HG         48    6461015328   
910        308486       MARIO           ESPINOSA             RIOS            HOMBRE     Contado    MS         41    6461017782   
911        308489       ALBERTO         MALDONADO            NUNEZ           HOMBRE     IngCivil   VZ         49    6461020199   
912        308498       JUAN            CORDERO              CALZADA         HOMBRE     EspSeg     CL         49    6461004281   
913        308501       SOFIA           CONTRERAS            GUERRERO        MUJER      EspSeg     SL         46    6461004684   
914        308507       JAVIER          AGUILAR              GOMEZ           HOMBRE     AnlSist    QT         29    6461010934   
915        308514       CARLOS          CASILLAS             PAREDES         HOMBRE     Enferm     TL         39    6461007240   
916        308526       JULIA           SOLIS                CABRERA         MUJER      DisUX      MS         23    6461011760   
917        308531       GUILLERMO       VARELA               DIAZ            HOMBRE     EspLog     CM         48    6461011422   
918        308533       CARLOS          ROJAS                SOTO            HOMBRE     ConsFin    QR         46    6461023027   
919        308548       EDUARDO         LEON                 LOPEZ           HOMBRE     IngCivil   GR         21    6461008101   
920        308556       MARIO           CASTILLO             DURAN           HOMBRE     DevSoft    MS         45    6461009352   
921        308565       FRANCISCO       GUZMAN               DELGADO         HOMBRE     TecSup     GT         50    6461010415   
922        308570       MARiA           ROJAS                CASTILLO        MUJER      EdCont     MN         32    6461031337   
923        308577       MERCEDES        SOSA                 HERNANDEZ       MUJER      IngRed     OC         23    6461022810   
924        308579       ALEJANDRA       ESPINOSA             CASILLAS        MUJER      ConsFin    CC         33    6461026492   
925        308590       MERCEDES        PAREDES              LEAL            MUJER      GteProj    CS         38    6461025937   
926        308599       PATRICIA        ALVARADO             LOPEZ           MUJER      AsServ     SP         49    6461024154   
927        308607       PAULA           SILVA                AGUILAR         MUJER      Traduct    DG         27    6461014166   
928        308619       ANTONIO         ROSALES              CALZADA         HOMBRE     EspERen    NE         39    6461015394   
929        308627       ISRAEL          REYES                MEDINA          HOMBRE     InvCien    CH         46    6461032450   
930        308630       LAURA           MIRANDA              PACHECO         MUJER      EspLog     CM         29    6461017975   
931        308638       AURORA          PARDO                PARDO           MUJER      ChefEje    CH         34    6461001894   
932        308640       RICARDO         VALENCIA             VALENCIA        HOMBRE     PsOrg      ZS         26    6461023431   
933        308641       CARLOS          MACIAS               CASILLAS        HOMBRE     EspERen    SL         23    6461009341   
934        308674       SALVADOR        ESPINOSA             VALENZUELA      HOMBRE     Contado    SL         22    6461013948   
935        308687       LAURA           SERRANO              URIBE           MUJER      EspLog     DF         21    6461008346   
936        308700       AURORA          QUINTERO             VALENZUELA      MUJER      EspRRHH    CL         31    6461013329   
937        308711       PEDRO           MACIAS               TORRES          HOMBRE     AsistAdm   YN         42    6461016241   
938        308714       CONSUELO        ROJAS                PARDO           MUJER      EspERen    CL         25    6461019624   
939        308728       ALEJANDRA       ESTRELLA             VALENZUELA      MUJER      TrabSoc    OC         23    6461003841   
940        308729       JOSE            NUNEZ                ARIAS           HOMBRE     MedGen     DG         24    6461023180   
941        308732       VICTORIA        GUERRERO             VASQUEZ         MUJER      AsServ     SL         47    6461017615   
942        308734       ALEJANDRA       LOPEZ                ZAMORA          MUJER      IngCivil   MS         46    6461000830   
943        308765       SALVADOR        AGUILAR              GONZALES        HOMBRE     AnlDatos   MC         30    6461028378   
944        308767       HECTOR          PARDO                MERCADO         HOMBRE     InvCien    TS         23    6461024804   
945        308789       GUILLERMO       CRUZ                 SILVA           HOMBRE     EspERen    JC         39    6461012896   
946        308790       JORGE           SOSA                 TORRES          HOMBRE     EspERen    TS         25    6461017504   
947        308802       BEATRIZ         ESPINOSA             ROLDAN          MUJER      IngCivil   DF         39    6461008165   
948        308809       GUILLERMO       SILVA                RAMOS           HOMBRE     AsistAdm   MS         49    6461029281   
949        308819       CARMEN          CERVANTES            SOLIS           MUJER      AsistAdm   MS         35    6461013802   
950        308820       MIGUEL          VALENCIA             CASILLAS        HOMBRE     ConsFin    CC         48    6461014398   
951        308822       ALBERTO         VILLANUEVA           MORA            HOMBRE     EdCont     BS         50    6461008348   
952        308836       SILVIA          MUNGUIA              CABRERA         MUJER      EspLog     NT         25    6461000565   
953        308839       VICTORIA        MENDOZA              ESPINOZA        MUJER      ProfPrim   ZS         21    6461005364   
954        308852       FERNANDO        ROJAS                FLORES          HOMBRE     AnlDatos   CC         23    6461011252   
955        308857       RAQUEL          MEDINA               RAMIREZ         MUJER      ProfPrim   DG         28    6461019936   
956        308867       ANTONIO         CONTRERAS            PAREDES         HOMBRE     ChefEje    GT         44    6461015712   
957        308886       RICARDO         FERNANDEZ            ESPINOSA        HOMBRE     EdCont     NL         37    6461003806   
958        308893       MERCEDES        SOSA                 SANDOVAL        MUJER      InvCien    GT         31    6461011360   
959        308922       JOSE            VEGA                 RIVERA          HOMBRE     RepVInt    NT         20    6461015377   
960        308927       SUSANA          ROMAN                CALZADA         MUJER      AnlDatos   PL         24    6461026130   
961        308944       AURORA          LEAL                 AGUILAR         MUJER      EspSeg     VZ         29    6461022193   
962        308960       JUAN            FLORES               RUBIO           HOMBRE     PsOrg      CL         19    6461026118   
963        308973       ALEJANDRA       VARELA               PARDO           MUJER      Abogado    AG         19    6461008131   
964        308974       RAUL            CORDERO              MENENDEZ        HOMBRE     IngElec    SL         32    6461030390   
965        308979       ARTURO          ESPINOSA             GUZMAN          HOMBRE     MedGen     MN         28    6461012247   
966        308982       AURORA          MEDINA               MEDINA          MUJER      AnlDatos   CS         20    6461025350   
967        308992       SOFIA           FERNANDEZ            PARDO           MUJER      Abogado    CH         31    6461007222   
968        309001       MARTA           RAMOS                AGUILAR         MUJER      PsOrg      MC         31    6461016481   
969        309013       MARIO           HERNANDEZ            ROJAS           HOMBRE     AsistAdm   VZ         18    6461021969   
970        309019       SALVADOR        PAREDES              CHACON          HOMBRE     Arquitect  AG         27    6461030499   
971        309025       JUAN            CASTANEDA            NUNEZ           HOMBRE     AsistAdm   GT         32    6461028361   
972        309053       RAQUEL          MENDOZA              ROMAN           MUJER      TecSup     PL         26    6461009657   
973        309058       ARTURO          FERNANDEZ            REYES           HOMBRE     AnlDatos   AG         35    6461022418   
974        309080       SUSANA          IGLESIAS             MORA            MUJER      Traduct    NE         39    6461001264   
975        309094       ADRIANA         DELGADO              CONTRERAS       MUJER      ProfPrim   VZ         39    6461016646   
976        309103       NATALIA         CRUZ                 SERRANO         MUJER      EdCont     QT         26    6461020103   
977        309113       SONIA           RIOS                 TORRES          MUJER      IngElec    NL         47    6461003282   
978        309134       OSCAR           AGUILAR              MENDEZ          HOMBRE     AsistAdm   BS         24    6461015961   
979        309142       ISRAEL          HIDALGO              ROLDAN          HOMBRE     EspERen    HG         34    6461002248   
980        309179       ALBERTO         SOSA                 LEAL            HOMBRE     Enferm     BC         24    6461032439   
981        309195       SILVIA          OCHOA                ROLDAN          MUJER      AnlDatos   TC         24    6461015099   
982        309204       SOFIA           DURAN                PARDO           MUJER      ChefEje    TL         44    6461018501   
983        309207       ARMANDO         SOTO                 ROSALES         HOMBRE     DisGraf    AG         49    6461027513   
984        309213       PILAR           MIRANDA              MEDINA          MUJER      Enferm     TC         33    6461027011   
985        309221       ARMANDO         VEGA                 GARZA           HOMBRE     IngCivil   AG         44    6461005990   
986        309228       SONIA           ROSALES              MENENDEZ        MUJER      ChefEje    CM         33    6461000288   
987        309237       JORGE           MIRANDA              VALENCIA        HOMBRE     TecSup     CS         20    6461015957   
988        309240       ANTONIA         VALENZUELA           SILVA           MUJER      IngRed     VZ         18    6461013934   
989        309259       SALVADOR        ROSALES              SOSA            HOMBRE     IngElec    QT         25    6461001559   
990        309264       MERCEDES        OSORIO               MACIAS          MUJER      Arquitect  CH         42    6461032540   
991        309283       ALEJANDRO       ESPINOSA             SOTO            HOMBRE     IngElec    DF         19    6461015929   
992        309298       LUIS            MACIEL               SANDOVAL        HOMBRE     IngElec    ZS         42    6461009152   
993        309312       ENRIQUE         SERRANO              BELTRAN         HOMBRE     Contado    SP         21    6461008093   
994        309313       MANUEL          MENDEZ               FLORES          HOMBRE     EspSeg     CL         45    6461003101   
995        309328       NATALIA         BAUTISTA             CASTILLO        MUJER      Abogado    TC         48    6461025121   
996        309331       MIGUEL          VARGAS               VEGA            HOMBRE     DisUX      PL         40    6461017363   
997        309344       MARIO           MORENO               FLORES          HOMBRE     Traduct    TC         26    6461005950   
998        309345       ARTURO          ROLDAN               VALDES          HOMBRE     TecSup     QT         26    6461022606   
999        309369       JULIA           CASTILLO             HERNANDEZ       MUJER      EspERen    MN         24    6461027614   
1000       309371       ROSA            ALVAREZ              HERRERA         MUJER      AsServ     YN         20    6461028688   
1001       309384       CONSUELO        VILLANUEVA           CORDERO         MUJER      AsServ     ZS         44    6461013229   
1002       309389       LOURDES         CABRERA              VARGAS          MUJER      AsistAdm   NE         24    6461021801   
1003       309395       MERCEDES        LOPEZ                SERRANO         MUJER      AsistAdm   AG         29    6461032692   
1004       309402       JORGE           SILVA                FERNANDEZ       HOMBRE     EdCont     CM         21    6461012842   
